CID,n,rank,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_ex_C4,na_ex_F1,na_ex_N3,na_ex_O2,na_ex_S2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_N3_3_2,C4_2_N3_4_1,C4_2_O2_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_N3_4_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_4_C4_4_1,C4_4_O2_2_1,N3_2_N3_2_1,S2_2_S2_2_1,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_O2_0_/_/_0,FC_5_C4_0_/_/_0,FC_6_C4_0_O2_1_/_2_/_0_0,FC_7_N3_0_/_/_0,FC_8_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_9_N3_0_H1_1_/_1_/_0_0,FC_10_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_11_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_13_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_14_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_15_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_17_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_18_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_19_S2_0_/_/_0,FC_20_C4_0_H1_1_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_C4_1_N3_2_/_1_1_3_/_0_0_0_0,FC_22_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_H1_3_N3_2_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_23_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_24_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_25_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_26_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_27_N3_0_O2_1_/_1_/_1_-1,FC_28_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_29_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_H1_2_/_2_1_1_/_0_0_0_0,FC_31_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_32_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_33_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_34_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_35_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_37_C4_0_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_38_C4_0_F1_1_/_1_/_0_0,FC_39_C4_0_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_40_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_41_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_42_N3_0_N3_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_1_-1_0_0_0_0,FC_43_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_44_C4_0_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_45_C4_0_H1_1_O2_1_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0,FC_46_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_O2_2_/_1_1_1_1_1_2_/_0_0_0_0_0_0_0,FC_47_N3_0_C4_1_N3_2_H1_3_H1_3_N3_2_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_48_C4_0_H1_1_C4_1_H1_2_H1_2_S2_2_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_49_N3_0_/_/_1,FC_50_C4_0_C4_1_O2_2_O2_2_/_1_1_2_/_0_0_-1_0,FC_51_C4_0_H1_1_N3_1_N3_2_/_1_2_2_/_0_0_1_-1,FC_52_C4_0_H1_1_N3_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_2_1_1_/_0_0_1_0_0_0_0_0_0_0,FC_53_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_54_C4_0_H1_1_C4_1_O2_2_O2_2_/_1_1_1_2_/_0_0_0_-1_0,FC_55_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_1_0_0_0,FC_56_N3_0_H1_1_/_1_/_1_0,FC_57_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_58_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_59_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_60_C4_0_H1_1_N3_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_/_1_1_1_1_1_1_1_2_/_0_0_1_0_0_0_0_-1_0,FC_61_N3_0_H1_1_H1_1_/_1_1_/_1_0_0,FC_62_C4_0_O2_1_/_1_/_0_-1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_F1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_C4_2,LeafAC_N3_C4_3,LeafAC_N3_N3_2,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_N3_1,LeafAC_S2_C4_1
2180,0.421875,0.6,0.488372,0.655748,0,0.416667,0.6,0,0,0.6,0.444444,0,0.5,0,0.515152,0,0.8,0,0.222222,0,0.2,0.5,0,0.5,0.666667,0.181818,0.333333,0,0,0,0,0,0,0.5,0,0.5625,0,0,0,0,0,0,0.7,0,0,0,0,0,0.727273,0.6,0.142857,0.8,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.538462,0,0,0
3279,0.140625,0,0.116279,0.101445,0,0.166667,0.1,0,0.4,0.133333,0,0,0,0,0.0909091,0.25,0,0,0.666667,0,0,0.0833333,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.153846,0,0,0
3363,0.1875,0.4,0.232558,0.898224,0,0.166667,0.35,0,0,0.3,0.222222,0,0.166667,0,0.212121,0.25,0.2,0,0.111111,1,0,0.25,0,0,0,0.181818,0.333333,0,0,0,0.333333,0,0,0,0,0.125,0,0,0.153846,0,0.666667,0,0.2,0,0,0,0,0,0.181818,0.1,0.142857,0.2,0,0.25,0.25,0,0.142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.153846,0.181818,0,0
3862,0.140625,0.2,0.162791,0.773316,0,0.166667,0.2,0,0.2,0.2,0.111111,0,0.333333,0,0.181818,0.125,0,0,0.111111,0,0.2,0.25,0,0,0.333333,0.181818,0.333333,0,0,0,1,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.272727,0,0.142857,0,0,0.125,0.25,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.153846,0.181818,0,0
4460,0.4375,0.6,0.465116,0.34638,0,0.375,0.55,0.25,0.2,0.5,0.555556,0,0.166667,0,0.454545,0.125,0.8,0,0.555556,0,0.8,0.166667,0,0.25,0,0.272727,0.333333,0.2,0,0,0,0,0,0.5,0,0.4375,0,0.125,0.0769231,0,0,0,0.7,0,0,0,0,0,0.545455,0.2,0.428571,0.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0.6,0,0,0,0.230769,0,0,0
4678,0.140625,0,0.116279,0.298163,0,0.125,0.1,0.25,0.4,0.133333,0,0,0,0,0.121212,0.125,0,0,0.444444,0,0,0.25,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0.0625,0,0.125,0.0769231,0,0,0,0,0,0,0,0,0,0,0.1,0.142857,0,0,0.125,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.230769,0.0909091,0,0
4739,0.21875,0.6,0.325581,0.635085,0,0.333333,0.35,0,0,0.366667,0.444444,0,0.5,0,0.272727,0.5,0.2,0,0.111111,0,0,0.166667,0,0,0,0.272727,0,0,1,1,0.333333,0,0,0,0,0.125,0.2,0,0.153846,0,0.666667,0,0.2,0,0,0,0,0,0.272727,0.2,0.285714,0.2,0.333333,0,0.75,0,0.142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769,0,0,0
5771,1,0.6,1,0.587219,0,1,1,0,1,1,1,0,0.5,0,1,1,0,1,1,0,0.8,0.916667,0,1,0.333333,0.909091,0.666667,0,0.5,0,0.333333,0,0,0,1,0.5625,0,0,1,0,0.666667,0,0,0,0,0,0,1,1,0,1,0,0.166667,1,0.25,0.2,1,0,0,0,0,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0,0,0,0.0769231,1,0,0
5773,0.359375,0.8,0.511628,1,0,0.583333,0.45,0,0,0.566667,0.666667,0,1,0,0.515152,0.375,0,1,0.111111,0,0,0.25,0,0.75,1,0.363636,0.333333,0,0,0,0.666667,1,0,0,1,0.125,0.2,0,0.153846,0,1,0,0,1,0,0,0,0,0.909091,0,0.428571,0,0.333333,0.25,0.25,0,0.142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769231,0.272727,0,0
5780,0.109375,0,0.0697674,0.481865,0,0,0.2,0,0.4,0.0666667,0,0,0,0,0.0909091,0,0,0,0.222222,0,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538,0,0,0
5790,0.1875,0.4,0.232558,0.898224,0,0.166667,0.35,0,0,0.3,0.222222,0,0.166667,0,0.212121,0.25,0.2,0,0.111111,1,0,0.25,0,0,0,0.181818,0.333333,0,0,0,0.333333,0,0,0,0,0.125,0,0,0.153846,0,0.666667,0,0.2,0,0,0,0,0,0.181818,0.1,0.142857,0.2,0,0.25,0.25,0,0.142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.153846,0.181818,0,0
5960,0.0625,0,0.0232558,0.787889,0,0.0416667,0.05,0,0.4,0,0,0,0,0,0.030303,0,0,0,0.222222,0,0.2,0.25,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.153846,0.181818,0,0
6070,0.390625,1,0.534884,0.231809,0,0.458333,0.6,0.25,0,0.533333,0.888889,0,0.666667,0,0.666667,0.125,0,0,0.444444,0,0,0.0833333,0,0.5,0.333333,1,0.333333,0.2,0.5,0,0,0,0,0,0,0.375,0.4,0.25,0.0769231,0,0,0,0,0,0,0,0,0,0.545455,0.2,1,0,0.666667,0,0,0,0.142857,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.153846,0,0,0
6140,0.109375,0.2,0.162791,0.522415,0,0.25,0.1,0,0.2,0.2,0.111111,0,0.5,0,0.212121,0,0,0,0.111111,0,0.2,0.0833333,0,0.5,0.666667,0.272727,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545,0,0.142857,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.0769231,0.0909091,0,0
6197,0.234375,0.4,0.302326,0.373418,0,0.25,0.4,0,0,0.4,0.222222,0,0,0,0.363636,0.125,0,0,0.222222,0,0,0.25,0,0,0,0.909091,0,0,0,0,0,0,0,0,0,0.1875,0,0,0.153846,0,0,0,0,0,0,0,0,0,0.181818,0.1,0.714286,0,0,0.375,0,0,0.142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0769231,0.272727,0,0
6251,0.109375,0,0.0697674,0.481865,0,0,0.2,0,0.4,0.0666667,0,0,0,0,0.0909091,0,0,0,0.222222,0,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538,0,0,0
6253,0.1875,0.4,0.232558,0.738342,0,0.166667,0.35,0,0,0.3,0.222222,0,0.333333,0,0.212121,0.25,0.2,0,0.111111,0,0.2,0.25,0,0,0.333333,0.0909091,0,0,0,0,0.333333,0,0,0,0,0.1875,0,0,0.0769231,0.5,0.666667,0,0.2,0,0,0,0,0,0.272727,0.2,0,0.2,0,0.125,0.5,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.230769,0.0909091,0,0
6274,0.09375,0.2,0.139535,0.656736,0,0.208333,0.1,0,0.2,0.166667,0.111111,0,0.333333,0,0.121212,0.25,0,0,0.111111,0,0.2,0.0833333,0,0,0,0.181818,0.333333,0,1,0.5,0,0,0,0,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0.181818,0,0.142857,0,0.166667,0,0.25,0,0.142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.0769231,0.0909091,0,0
6305,0.15625,0.4,0.232558,0.611399,0,0.291667,0.2,0,0.2,0.233333,0.333333,0,0.666667,0,0.272727,0.125,0,0,0.111111,0,0.2,0.0833333,0,0.5,0.333333,0.181818,1,0,0.5,0,0,0,0,0,0,0.125,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0.454545,0,0.142857,0,0.5,0,0,0,0.142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.0769231,0.0909091,0,0
6466,0.3125,1,0.372093,0.5662,0,0.291667,0.3,1,0,0.366667,0.444444,1,0.166667,0,0.454545,0,0.2,0,0.333333,0,0,0.333333,0,0.25,0.333333,0.272727,0,1,0,0,0,0,0,0,0,0.0625,0,1,0,0,0,0,0.1,0,0,1,0,0,0.363636,0.1,0.571429,0.2,0.333333,0.125,0,0.2,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0.230769,0.181818,0,0
6759,0.34375,0.6,0.395349,0.715026,0,0.25,0.6,0,0.2,0.4,0.555556,0,0.833333,0,0.393939,0.5,0,0,0.333333,0,0,0.416667,0,0,0,0.272727,0.666667,0,0,0,0.333333,0,0,0,0,0.3125,0.2,0,0.307692,1,0.666667,0,0,0,0,0,0,0,0.181818,0.2,0.142857,0,0.666667,0.25,0.75,0,0.142857,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.307692,0.181818,0,0
6904,0.109375,0,0.0697674,0.598446,0,0,0.2,0,0.4,0.0666667,0,0,0,0,0.0909091,0,0,0,0.222222,0,0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615,0.0909091,0,0
8988,0.046875,0.2,0.0930233,0.427004,0,0.166667,0.05,0,0,0.166667,0,0,0,0,0.0909091,0.125,0,0,0.111111,0,0,0.0833333,0,0.5,0,0.0909091,0,0,0.5,0,0,0,0,0,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769231,0.0909091,0,0
8998,0.046875,0,0.0232558,0.430052,0,0,0.1,0,0.4,0,0,0,0,0,0.030303,0,0,0,0.222222,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692,0,0,0
9060,0.15625,0.4,0.232558,0.611399,0,0.291667,0.2,0,0.2,0.233333,0.333333,0,0.666667,0,0.272727,0.125,0,0,0.111111,0,0.2,0.0833333,0,0.5,0.333333,0.181818,1,0,0.5,0,0,0,0,0,0,0.125,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0.454545,0,0.142857,0,0.5,0,0,0,0.142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.0769231,0.0909091,0,0
9444,0.1875,0.4,0.232558,0.811506,0,0.166667,0.35,0,0,0.3,0.222222,0,0.333333,0,0.181818,0.375,0.2,0,0.111111,0,0.2,0.25,0,0,0,0,0,0,0,0.5,0.333333,0,0,0,0,0.1875,0,0,0.153846,0.5,0.666667,0,0.2,0,0,0,0,0,0.181818,0.2,0,0.2,0,0.125,0.75,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.230769,0.0909091,0,0
10198,0.09375,0.4,0.162791,0.35557,0,0.166667,0.2,0,0,0.2,0.222222,0,0.166667,0,0.181818,0.125,0,0,0.111111,0,0,0.0833333,0,0.5,0,0.0909091,0.333333,0,0,0,0.666667,0,0,0,0,0.125,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.181818,0.1,0.428571,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846,0,0,0
10348,0.21875,0.4,0.27907,0.661732,0,0.25,0.35,0,0,0.366667,0.222222,0,0.5,0,0.30303,0,0.4,0,0.111111,0,0,0.333333,0,0.25,0.333333,0.181818,0.666667,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.4,0,0,0,0,0,0.454545,0.3,0,0.4,0.166667,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615,0,0,0
10603,0.265625,0.8,0.372093,0.805699,0,0.291667,0.45,0.25,0,0.366667,0.666667,0,1,0,0.454545,0,0.2,0,0,0,0,0.333333,0,0,0.333333,0.454545,0.666667,0.4,0,0,0,0,0,0.5,0,0.25,0.6,0.125,0,0,0,0,0.1,0,0,0,0,0,0.454545,0,0.285714,0.2,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615,0,0,0
