FID,(atom depth)-seq,Multiplicity seq, Charge seq
165, C4 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 2 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
166, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
167, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
168, C4 0 S4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
169, S6 0 O2 1 O2 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 2 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
170, N3 0 N3 1 H1 2 H1 2, 1 1 1, 0 0 0 0
171, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
172, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
173, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 S2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
174, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0
175, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
176, C4 0 H1 1 H1 1 C4 1 Cl1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
177, C4 0 O2 1 H1 2 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
178, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
179, C4 0 O2 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
180, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
181, C4 0 Cl1 1 C4 1 H1 2 Cl1 2, 1 2 1 1, 0 0 0 0 0
182, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0
183, O2 0 C4 1 H1 2 H1 2 H1 2, 1 1 1 1, 0 0 0 0 0
184, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
185, N3 0 H1 1 C4 1 N3 2 H1 3 N3 2 H1 3 H1 3, 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0
186, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 O2 2, 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0
187, C4 0 O2 1 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
188, C4 0 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
189, C4 0 O2 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
190, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
191, C4 0 Br1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
192, C4 0 H1 1 H1 1 Cl1 1, 1 1 1, 0 0 0 0
193, C4 0 C4 1 H1 2, 3 1, 0 0 0
194, C4 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
195, O2 0 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0
196, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
197, C4 0 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 2 1 1, 0 0 0 0 0 0
198, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
199, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 F1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
200, C4 0 H1 1 H1 1 Br1 1, 1 1 1, 0 0 0 0
201, N3 0 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
202, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
203, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0
204, C4 0 H1 1 O2 1 H1 2 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
205, C4 0 Cl1 1 Cl1 1 C4 1 H1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
206, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
207, C4 0 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
208, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
209, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
210, S2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
211, P5 0 S2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
212, C4 0 H1 1 H1 1 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
213, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0
214, N3 0 H1 1 C4 1 S2 2 N3 2 H1 3 H1 3, 1 1 2 1 1 1, 0 0 0 0 0 0 0
215, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
216, S2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
217, C4 0 C4 1 H1 2 Cl1 2, 2 1 1, 0 0 0 0
218, C4 0 H1 1 H1 1 C4 1 Br1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
219, O2 0 C4 1 H1 2 F1 2 F1 2, 1 1 1 1, 0 0 0 0 0
220, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
221, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
222, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
223, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0
224, C4 0 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
225, C4 0 Cl1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
226, C4 0 H1 1 N3 1 O2 2 H1 3, 1 2 1 1, 0 0 0 0 0
227, O2 0 C4 1 H1 2 O2 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
228, N3 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
229, C4 0 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0
230, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
231, C4 0 H1 1 Br1 1 C4 1 Cl1 2 Cl1 2 Br1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
232, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 I1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
233, C4 0 C4 1 C4 2 H1 3, 1 3 1, 0 0 0 0
234, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
235, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
236, C4 0 O2 1 N3 1 H1 2 N3 2 H1 3 H1 3, 2 1 1 1 1 1, 0 0 0 0 0 0 0
237, C4 0 H1 1 C4 1 Br1 2 Br1 2, 1 2 1 1, 0 0 0 0 0
238, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
239, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
