CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_Si4,na_in_e*2,na_ex_C4,na_ex_Cl1,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_Si4_4_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_Si4_4_1,N3_2_N3_2_1,O2_2_Si4_4_1,e*2_2_C4_2_1,e*2_2_C4_3_1,e*2_2_C4_4_1,e*2_2_N3_2_1,e*2_2_O2_2_1,e*2_2_Si4_4_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,link_edge_O2_2_Si4_4_1,link_edge_e*2_2_C4_2_1,link_edge_e*2_2_C4_3_1,link_edge_e*2_2_C4_4_1,link_edge_e*2_2_N3_2_1,link_edge_e*2_2_O2_2_1,link_edge_e*2_2_Si4_4_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_O2_1,LeafAC_C4_Si4_1,LeafAC_Cl1_C4_1,LeafAC_N3_C4_3,LeafAC_O2_C4_2,FC_1_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_/_1_/_0_0,FC_3_51_0_/_/_0,FC_4_C4_0_/_/_0,FC_5_O2_0_/_/_0,FC_6_C4_0_O2_1_/_2_/_0_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_9_N3_0_/_/_0,FC_10_Si4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_11_N3_0_H1_1_/_1_/_0_0,FC_12_C4_0_Cl1_1_/_1_/_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_15_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_16_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_17_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_18_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_19_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_22_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,FC_23_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_24_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_26_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_27_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_O2_1_C4_1_H1_2_H1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_29_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_31_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_32_C4_0_O2_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_2_1_1_2_1_1_/_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_O2_2,CS_connecting_vertices_Si4_4,CS_connecting_vertices_e*2_2
Poly(ethyleneSebacate),0.292683,0,0.324324,0.75,0.25721,0,0.52381,0.111111,0,0,0.541667,0,0,0,0,0.30303,0,1,0,0,0,0,0,0.5,0.533333,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0.666667,0,1,0,0,0,1,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0.666667,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(p-t-butylStyrene),0.195122,0.142857,0.162162,0,0.167761,0,0.190476,0.166667,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0,0.666667,0,0,0,0.0666667,0.166667,0.3,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.0666667,0.277778,0,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Poly(N-vinylPyrrolidone),0.097561,0.142857,0.135135,0,0.257834,0,0.142857,0.166667,0,0,0.166667,0.142857,0,0,0,0.121212,0.166667,0,0,0,0,0,0,0.25,0.133333,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.266667,0.0555556,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1-phenylethylMethacrylate),0.243902,0.142857,0.243243,0,0.311241,0,0.285714,0.166667,1,0,0.333333,0.142857,0,0.1875,0,0.242424,0,0.5,0,0,0.333333,0,0,0.25,0.133333,0.333333,0.1,0.1,0.5,0,0,0,0,0.2,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.333333,0,0,0,0,0,0.25,0.0666667,0.277778,0,0.0833333,0.5,0.25,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polyisoprene,0.0243902,0,0.0540541,0.125,0.0762072,0,0.0952381,0.0555556,0,0,0.125,0,0,0.0625,0,0.0606061,0,0,0,0,0.166667,0,0,0,0.0666667,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0833333,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.133333,0.0555556,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylN-decylEther),0.219512,0,0.243243,0,0.0741215,0,0.428571,0.0555556,0,1,0.333333,0.0714286,0,0,0,0.242424,0,0.5,0,0,0.333333,0,0,0,0.466667,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.533333,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(oxy-2_2-dichloromethyltrimethylene),0.097561,0,0.0540541,0.125,0.665495,0,0.0952381,0,1,0,0.125,0,0,0,0,0.030303,0,0.5,0,0,0.333333,0.5,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0.133333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Poly(1-methylpentylMethacrylate),0.195122,0,0.135135,0,0.163133,0,0.142857,0.111111,1,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0,0.666667,0,0,0.25,0.0666667,0,0.1,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.133333,0,0,0,0.5,0.25,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(t-butylMethacrylate),0.146341,0,0.0540541,0,0.190335,0,0.047619,0.0555556,1,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0,0.833333,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.666667,0,0,0,0,0,0.25,0.0666667,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylM-chlorophenylethylsilylene)],0.195122,0.142857,0.216216,0,0.549098,0,0.285714,0.111111,1,0,0.291667,0.142857,0,0.1875,0,0.181818,0,0.5,1,0,0.166667,0.25,0,0,0.133333,0.166667,0.3,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.25,0,0,0.133333,0.222222,0,0.0833333,0.5,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poly(12-aminododecanoicAcid),0.243902,0,0.297297,0.6875,0.121571,0,0.52381,0.0555556,0,0,0.5,0,0,0,0,0.30303,0.166667,0,0,0,0,0,0,0.25,0.666667,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,0.833333,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0.25,0.733333,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethyleneSuberate),0.243902,0,0.27027,0.625,0.297356,0,0.428571,0.111111,0,0,0.458333,0,0,0,0,0.242424,0,1,0,0,0,0,0,0.5,0.4,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0.533333,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly[oxy(methylN-tetradecylSilylene)],0.317073,0,0.324324,0,0.112665,0,0.571429,0,1,1,0.458333,0.0714286,0,0,0,0.30303,0,0.5,1,0,0.5,0,0,0,0.733333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.166667,0,0,1,0,0,0,0.733333,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poly(vinylN-octylEther),0.170732,0,0.189189,0,0.0786839,0,0.333333,0.0555556,0,1,0.25,0.0714286,0,0,0,0.181818,0,0.5,0,0,0.333333,0,0,0,0.333333,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.4,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(o-methylStyrene),0.121951,0.142857,0.162162,0,0.220849,0,0.190476,0.166667,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0,0.166667,0,0,0,0.0666667,0.333333,0.3,0,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.0666667,0.277778,0,0.0833333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(n-octylMethacrylate),0.243902,0,0.216216,0,0.144753,0,0.333333,0.0555556,1,1,0.291667,0.0714286,0,0,0,0.212121,0,0.5,0,0,0.5,0,0,0.25,0.333333,0,0,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.333333,0,0,0,0,0,0.25,0.4,0,0,0,0.5,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethyleneAdipate),0.195122,0,0.216216,0.5,0.356772,0,0.333333,0.111111,0,0,0.375,0,0,0,0,0.181818,0,1,0,0,0,0,0,0.5,0.266667,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0.333333,0,1,0,0,0,1,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0.4,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(8-aminocaprylicAcid),0.146341,0,0.189189,0.4375,0.154701,0,0.333333,0.0555556,0,0,0.333333,0,0,0,0,0.181818,0.166667,0,0,0,0,0,0,0.25,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0.25,0.466667,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(diphenylmethylMethacrylate),0.365854,0.285714,0.405405,0,0.373415,0,0.52381,0.222222,1,0,0.5,0.285714,0,0.375,0,0.424242,0,0.5,0,0,0.166667,0,0,0.25,0.266667,0.666667,0.2,0.2,0.5,0,0,0,0,0.4,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0,0,0.25,0.0666667,0.611111,0,0.166667,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylN-hexylEther),0.121951,0,0.135135,0,0.0853521,0,0.238095,0.0555556,0,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0,0.333333,0,0,0,0.2,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.266667,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polyoxyhexamethylene,0.0731707,0,0.135135,0.3125,0.0960211,0,0.285714,0,0,0,0.25,0,0,0,0,0.121212,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.416667,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(isopropylMethacrylate),0.121951,0,0.0540541,0,0.209501,0,0.047619,0.0555556,1,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0,0.666667,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.0666667,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(styreneOxide),0.121951,0.142857,0.189189,0.0625,0.327183,0,0.285714,0.111111,0,0,0.25,0.142857,0,0.1875,0,0.181818,0,0.5,0,0,0,0,0,0,0.133333,0.333333,0.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.333333,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.0666667,0.333333,0,0.0833333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinyl2-ethylhexylEther),0.170732,0,0.135135,0,0.0786839,0,0.190476,0.111111,0,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0,0.666667,0,0,0,0.0666667,0,0.3,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.333333,0,0,0,0,0,0,0.2,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethyleneSuccinate),0.146341,0,0.162162,0.375,0.453714,0,0.238095,0.111111,0,0,0.291667,0,0,0,0,0.121212,0,1,0,0,0,0,0,0.5,0.133333,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0.166667,0,1,0,0,0,1,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0.266667,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Polystyrene,0.097561,0.142857,0.162162,0,0.251036,0,0.238095,0.111111,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0,0,0,0,0,0.133333,0.333333,0.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0666667,0.333333,0,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(dodecylMethacrylate),0.341463,0,0.324324,0,0.121496,0,0.52381,0.0555556,1,1,0.458333,0.0714286,0,0,0,0.333333,0,0.5,0,0,0.5,0,0,0.25,0.6,0,0,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.333333,0,0,0,0,0,0.25,0.666667,0,0,0,0.5,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(methylMethacrylate),0.0731707,0,0.027027,0,0.269392,0,0,0.0555556,1,1,0,0.0714286,0,0,0,0.030303,0,0,0,0,0.333333,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,1,0,0,0,0.25,0.0666667,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethylAcrylate),0.0731707,0,0.0540541,0,0.269392,0,0.047619,0.111111,0,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0,0.333333,0,0,0.25,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0.25,0.0666667,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(hexamethyleneAdipamide),0.292683,0,0.324324,0.75,0.206268,0,0.52381,0.111111,0,0,0.541667,0,0,0,0,0.30303,0.333333,0,0,0,0,0,0,0.5,0.533333,0,0.2,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,0,0,0.666667,0,1,0,0,0.5,0,0,0,1,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0.5,0.666667,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethylenePhthalate),0.243902,0.142857,0.27027,0.3125,0.560355,0,0.333333,0.222222,0,0,0.375,0.142857,0,0.1875,0,0.242424,0,1,0,0,0,0,0,0.5,0.2,0.166667,0,0.2,0,0,0,1,0,0.6,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0.0833333,0,0,0,0,0,1,0.666667,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0.133333,0.222222,0,0.166667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(sec-butylMethacrylate),0.146341,0,0.0810811,0,0.190335,0,0.047619,0.111111,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,0.666667,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1-methylbutylMethacrylate),0.170732,0,0.108108,0,0.175277,0,0.0952381,0.111111,1,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0,0.666667,0,0,0.25,0,0,0.1,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylN-pentylEther),0.097561,0,0.108108,0,0.0899908,0,0.190476,0.0555556,0,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0,0.333333,0,0,0,0.133333,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.2,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylIsobutylEther),0.0731707,0,0.0540541,0,0.0960211,0,0.0952381,0.0555556,0,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.333333,0,0,0,0,0,0,0.0666667,0.0555556,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
