CID,na_in_C4,C4_2_O2_2_1,FC_3_C4_0_/_/_0,FC_17_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,na_ex_I1,LeafAC_O2_C4_1,FC_11_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,N3_2_N3_2_1,dg_in_1,LeafAC_C4_C4_1,na_ex_S2,C4_3_S2_2_1,FC_13_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_35_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_52_S6_0_O2_1_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,N3_2_N3_3_1,FC_28_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_1_C4_0_H1_1_/_1_/_0_0,FC_45_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_39_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_30_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_16_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_78_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,na_ex_C4,C4_2_N3_3_1,C4_2_C4_3_2
4641,0.416667,0.0,0.25,0.0,0.0,0.2,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.5,0,0,0,0.0,0,0,0.166667,0.0,0.5
10832648,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.666667,0.5,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0.333333
395815,0.166667,0.0,0.375,0.0,0.0,0.0,0.0,1,0.2,0.142857,0,0.666667,0.5,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333
2662,0.361111,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.5,0,0.0,0,1,0,0.0,0.333333,0.45,0,0,0,0.0,0,0,0.166667,0.0,0.833333
54325826,0.833333,0.0,0.5,0.0,0.0,0.4,0.0,0,0.2,0.428571,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.416667,0.5,0.5
75001354,0.944444,0.0,0.75,0.0,0.0,0.4,0.0,0,0.2,0.428571,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.9,0,0,0,0.0,0,0,0.333333,0.5,1.0
75018664,0.861111,1.0,0.5,0.0,0.0,0.2,0.0,0,0.0,0.428571,0,0.0,0.0,0,0.0,0,0,0,0.0,0.333333,0.9,0,0,0,0.0,0,0,0.333333,0.0,0.666667
75018735,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.75,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.25,0.0,0.5
75018645,0.888889,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.428571,0,0.0,0.0,0,0.5,0,0,0,0.0,0.333333,0.95,0,0,0,0.0,0,0,0.416667,0.1,0.833333
75018615,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.428571,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.95,0,0,0,0.0,0,0,0.333333,0.0,0.666667
75018680,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.428571,0,0.0,0.0,0,0.5,0,0,0,0.0,0.333333,0.9,0,0,0,0.0,0,0,0.333333,0.0,0.666667
75018763,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.428571,0,0.0,0.0,0,0.5,0,0,0,0.0,0.333333,0.9,0,0,0,0.0,0,0,0.333333,0.0,0.666667
75018657,0.888889,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.95,0,0,0,0.5,0,0,0.416667,0.1,0.833333
75018826,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.5,0.0,0.666667
18759122,0.777778,0.5,0.5,0.0,0.0,0.2,0.5,0,0.0,0.571429,0,0.333333,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.583333,0.1,0.666667
75018701,0.861111,0.25,0.625,0.0,0.0,0.2,0.5,0,0.2,0.285714,0,0.333333,0.0,0,0.25,0,0,0,0.0,0.0,0.85,0,0,0,0.0,0,0,0.416667,0.1,0.666667
14162459,0.805556,0.0,0.375,0.0,0.0,0.4,0.0,0,0.6,1.0,0,0.0,0.0,0,0.5,0,0,0,1.0,0.0,0.8,0,0,0,0.0,0,0,0.916667,0.0,0.5
14162455,0.833333,0.0,0.375,0.0,0.0,0.4,0.0,0,0.6,1.0,0,0.0,0.0,0,0.5,0,0,0,1.0,0.0,0.75,0,0,0,0.0,0,0,1.0,0.0,0.666667
138395746,0.861111,0.5,0.25,0.0,0.0,0.2,0.0,1,0.0,0.142857,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.6,0,0,0,0.0,0,0,0.166667,0.3,0.333333
135528987,0.583333,0.0,0.75,0.0,0.0,0.0,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.5,0,0,0,0.0,0.333333,0.5,0,0,0,0.0,0,1,0.25,0.2,0.833333
3066,0.805556,0.0,0.625,0.0,0.0,0.2,0.5,0,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.7,0,0,0,0.0,0,0,0.166667,0.2,0.5
3152,0.555556,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,1.0,0,0,0.166667,0.3,0.5
19375695,0.638889,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.6,0.666667
