CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_in_S6,na_ex_C4,na_ex_Cl1,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_3_S6_4_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_N3_3_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,link_edge_C4_3_S2_2_1,link_edge_C4_3_S6_4_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_O2_1,LeafAC_Cl1_C4_1,LeafAC_N3_C4_3,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_S6_2,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_/_/_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_O2_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_N3_0_/_/_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_9_N3_0_H1_1_/_1_/_0_0,FC_10_C4_0_Cl1_1_/_1_/_0_0,FC_11_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_S2_0_/_/_0,FC_15_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_16_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_17_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_18_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_19_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_22_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_23_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_24_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_26_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_27_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_28_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_31_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_33_S6_0_O2_1_O2_1_/_2_2_/_0_0_0,FC_34_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_36_C4_0_C4_1_Cl1_2_Cl1_2_/_2_1_1_/_0_0_0_0,FC_37_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_38_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,FC_39_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_40_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_41_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_42_C4_0_O2_1_C4_1_H1_2_H1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_43_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_C4_4,CS_connecting_vertices_N3_2,CS_connecting_vertices_N3_3,CS_connecting_vertices_O2_2,CS_connecting_vertices_S2_2
Poly(N-vinylPyrrolidone),0.0740741,0.1,0.0892857,0,0.258715,0,0.0810811,0.142857,0,0,0.108108,0.1,0,0,0,0.0769231,0.166667,0,0,0,0,0,0,0.166667,0.125,0,0.214286,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.0294118,0,0.222222,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(p-isopropylStyrene),0.12963,0.1,0.107143,0,0.162963,0,0.108108,0.142857,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0.5,0,0,0,0.0625,0.0833333,0.285714,0.166667,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.147059,0.05,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Polyphenolphthalein3,0.851852,0.8,0.785714,0.4,0.583083,0,0.72973,0.761905,1,0,0.837838,0.6,1,0.642857,0,0.769231,0,1,0,0,0,0,0,0.666667,0.375,0.666667,0.857143,0.666667,0,0,0,0,0,0.363636,0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.666667,0,0,0,0,0,0,0,0,0.666667,0,0.705882,0.7,0,1,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poly(vinylIsobutyral),0.111111,0.1,0.0892857,0,0.173611,0,0.0810811,0.142857,0,0,0.108108,0.1,0,0,0,0.0576923,0,0.5,0,0,0.5,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.0588235,0,0.111111,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Polyisoprene,0.0185185,0,0.0357143,0.1,0.0783476,0,0.0540541,0.047619,0,0,0.0810811,0,0,0.0357143,0,0.0384615,0,0,0,0,0.166667,0,0,0,0.125,0,0.0714286,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.0294118,0,0.111111,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poly(3_4-dimethylStyrene),0.111111,0.1,0.107143,0,0.185185,0,0.0810811,0.190476,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0.333333,0,0,0,0,0.0833333,0.357143,0.0833333,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.117647,0.05,0.0555556,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(vinylN-decylEther),0.166667,0,0.160714,0,0.0425425,0,0.243243,0.047619,0,0.5,0.216216,0.05,0,0,0,0.153846,0,0.25,0,0,0.333333,0,0,0,0.4375,0,0.142857,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.0294118,0,0.444444,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(oxy-2_2-dichloromethyltrimethylene),0.0740741,0,0.0357143,0.1,0.695602,0,0.0540541,0,0.5,0,0.0810811,0,0,0,0,0.0192308,0,0.25,0,0,0.333333,0.5,0,0,0,0,0,0,1,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.111111,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0
Poly(ethylene-1_5-naphthalenedicarboxylate),0.259259,0.2,0.25,0.25,0.552249,0,0.243243,0.285714,0,0,0.297297,0.2,0,0.178571,0,0.230769,0,0.5,0,0,0,0,0,0.333333,0.1875,0.166667,0.142857,0.166667,0,0,0,0,0.666667,0.363636,0.25,0,0,0,0,0.333333,0,0,0,0,0,0.0625,0,0,0,0,0,0,1,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.333333,0,0.176471,0.2,0.111111,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0
Poly(t-butylMethacrylate),0.111111,0,0.0357143,0,0.173611,0,0.027027,0.047619,0.5,0.5,0.027027,0.05,0,0,0,0.0192308,0,0.25,0,0,0.833333,0,0,0.166667,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.166667,0,0,0,0.0555556,0,0.166667,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
Polyphenolphthalein2,0.666667,0.6,0.625,0.35,0.564815,0,0.594595,0.619048,0.5,0,0.675676,0.5,0.5,0.535714,0,0.615385,0,0.75,0,0,0,0,0,0.5,0.3125,0.5,0.714286,0.666667,0,0,0,0,0,0.363636,0.25,0.5,0,0,0,0.833333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0,0.666667,0,0,0,0,0,0,0,0,0.5,0,0.588235,0.55,0,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Polyquinoline1,0.648148,0.7,0.660714,0.2,0.485732,0,0.648649,0.666667,0,0,0.648649,0.7,0,0.678571,0,0.653846,0.333333,0.25,0,0,0,0,0,0,0.3125,0.583333,0.857143,0.666667,0,0,0,0,0,0.545455,0.5,0,0.333333,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0.647059,0.7,0,0.25,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poly(3_4-dichlorostyrene),0.111111,0.1,0.107143,0,0.851852,0,0.0810811,0.190476,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0,0.5,0,0,0,0.0833333,0.357143,0.0833333,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.117647,0.05,0.0555556,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(o-chloroStyrene),0.0925926,0.1,0.107143,0,0.553241,0,0.108108,0.142857,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0,0.25,0,0,0.0625,0.166667,0.285714,0,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.147059,0.05,0.0555556,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(3-hexoxypropyleneOxide),0.12963,0,0.125,0.05,0.108557,0,0.189189,0.047619,0,0.5,0.162162,0.05,0,0,0,0.0961538,0,0.5,0,0,0.333333,0,0,0,0.1875,0,0.142857,0,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0.0294118,0,0.277778,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0
Polyquinoline3,0.777778,0.8,0.785714,0.3,0.489969,0,0.783784,0.761905,0,0,0.783784,0.8,0,0.785714,0,0.769231,0.333333,0.5,0,0,0,0,0,0,0.375,0.666667,1,0.833333,0,0,0,0,0,0.545455,0.5,0,0.333333,0.5,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0.764706,0.8,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poly(m-hydroxymethylStyrene),0.111111,0.1,0.107143,0,0.282407,0,0.108108,0.142857,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0.166667,0,0,0.166667,0.0625,0.0833333,0.285714,0.166667,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.147059,0.05,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(9-aminononanoicAcid),0.12963,0,0.142857,0.4,0.120701,0,0.216216,0.047619,0,0,0.243243,0,0,0,0,0.134615,0.166667,0,0,0,0,0,0,0.166667,0.4375,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.4375,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.444444,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0
Poly(12-aminododecanoicAcid),0.185185,0,0.196429,0.55,0.0913413,0,0.297297,0.047619,0,0,0.324324,0,0,0,0,0.192308,0.166667,0,0,0,0,0,0,0.166667,0.625,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.625,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.611111,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0
Poly(vinylN-octylEther),0.12963,0,0.125,0,0.0507766,0,0.189189,0.047619,0,0.5,0.162162,0.05,0,0,0,0.115385,0,0.25,0,0,0.333333,0,0,0,0.3125,0,0.142857,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.0294118,0,0.333333,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(vinylCyclopentane),0.0555556,0.1,0.0892857,0,0.0536062,0,0.108108,0.0952381,0,0,0.108108,0.1,0,0,0,0.0961538,0,0,0,0,0,0,0,0,0.1875,0,0.285714,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235,0,0.277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(o-methylStyrene),0.0925926,0.1,0.107143,0,0.214425,0,0.108108,0.142857,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0.166667,0,0,0,0.0625,0.166667,0.285714,0,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.147059,0.05,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly[1_1-cyclopentaneBis(4-phenyl)carbonate],0.314815,0.3,0.321429,0.2,0.402903,0,0.351351,0.238095,0.5,0,0.378378,0.2,0.5,0.214286,0,0.307692,0,0.5,0,0,0,0,0,0.166667,0.3125,0.166667,0.285714,0.333333,1,0,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.666667,0,0,0,0,0,0,0,0,0.166667,0,0.235294,0.25,0.222222,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0
Poly(n-octylMethacrylate),0.185185,0,0.142857,0,0.115741,0,0.189189,0.047619,0.5,0.5,0.189189,0.05,0,0,0,0.134615,0,0.25,0,0,0.5,0,0,0.166667,0.3125,0,0,0,1,0,0,0,0.333333,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.166667,0,0,0,0.333333,0.25,0.166667,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
Poly(4-methoxy-2-methylStyrene),0.12963,0.1,0.107143,0,0.245572,0,0.0810811,0.190476,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0.333333,0,0,0.166667,0.0625,0,0.214286,0.25,0,0,0,0,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,1,0,0,0,0,0,0.117647,0.05,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(ethyleneAdipate),0.148148,0,0.142857,0.4,0.347222,0,0.189189,0.0952381,0,0,0.243243,0,0,0,0,0.115385,0,0.5,0,0,0,0,0,0.333333,0.25,0,0.142857,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.25,0,0.5,0,0,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.333333,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0
Poly(2-heptylAcrylate),0.148148,0,0.107143,0,0.138889,0,0.108108,0.142857,0,0.5,0.135135,0.05,0,0,0,0.0961538,0,0.25,0,0,0.5,0,0,0.166667,0.125,0,0.214286,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.166667,0,0.0294118,0,0.166667,0.25,0.166667,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Polyphenolphthalein1,0.685185,0.6,0.642857,0.4,0.537919,0,0.621622,0.619048,0.5,0,0.702703,0.5,0.5,0.535714,0,0.615385,0.333333,0.5,0,0,0,0,0,0.5,0.3125,0.5,0.714286,0.666667,0,0,0,0,0,0.272727,0.25,0.5,0.666667,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0.333333,0,0,0,0,0,0,0,0,0.5,0,0.588235,0.55,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poly(5-methyl-1-hexene),0.0555556,0,0.0357143,0,0,0,0.0540541,0.047619,0,0.5,0.027027,0.05,0,0,0,0.0384615,0,0,0,0,0.5,0,0,0,0.0625,0,0.214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.0294118,0,0.111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
Poly(2-n-butyl-1_4-butadiene),0.0740741,0,0.0714286,0.1,0.0462963,0,0.108108,0.047619,0,0.5,0.0810811,0.05,0,0.0357143,0,0.0769231,0,0,0,0,0.333333,0,0,0,0.1875,0,0.142857,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0.0294118,0.05,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poly(8-aminocaprylicAcid),0.111111,0,0.125,0.35,0.135185,0,0.189189,0.047619,0,0,0.216216,0,0,0,0,0.115385,0.166667,0,0,0,0,0,0,0.166667,0.375,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0.375,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.388889,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0
