CID,FC_74_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0*(1-FC_21_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0),FC_79_O2_0_C4_1_Cl1_2_O2_2_/_1_1_2_/_0_0_0_0*(1-FC_152_C4_0_C4_1_O2_2_O2_2_/_1_1_2_/_0_0_-1_0),FC_153_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_48_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0),FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0*(1-dg_4),C4_3_N3_2_1*(1-FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0),FC_41_C4_0_H1_1_C4_1_H1_2_O2_2_/_1_1_1_2_/_0_0_0_0_0*(1-C4_3_O2_2_1),FC_54_N3_0_C4_1_O2_2_/_2_2_/_0_0_0*(1-FC_50_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),LeafAC_C4_C4_2*(1-LeafAC_O2_S6_2),FC_9_C4_0_O2_1_H1_2_/_1_1_/_0_0_0*(1-LeafAC_O2_C4_1),C4_2_N3_2_2*(1-C4_2_N3_3_2),FC_42_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-FC_4_O2_0_/_/_0),C4_2_C4_2_2*(1-FC_6_C4_0_O2_1_/_2_/_0_0),FC_59_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-FC_61_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_1*(1-dg_4),LeafAC_C4_C4_1*(1-FC_101_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),FC_6_C4_0_O2_1_/_2_/_0_0*(1-FC_5_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-FC_5_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-FC_13_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0),FC_8_C4_0_Cl1_1_/_1_/_0_0*(1-FC_11_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),FC_8_C4_0_Cl1_1_/_1_/_0_0*(1-C4_3_C4_3_2),FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0*(1-C4_2_C4_3_2),na_ex_S2*(1-FC_124_C4_0_S2_1_/_2_/_0_0),FC_17_N3_0_H1_1_/_1_/_0_0*(1-FC_66_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),C4_2_C4_3_1*(1-FC_11_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),LeafAC_N3_C4_3*(1-FC_147_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0*FC_34_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_N3_C4_1*(1-FC_20_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0),ms*(1-FC_148_C4_0_O2_1_C4_1_Cl1_2_Cl1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),n*(1-n),na_ex_C4*(1-dg_3),FC_11_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-C4_3_C4_3_2),na_in_C4*(1-n),C4_3_C4_3_1*(1-FC_20_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0),FC_17_N3_0_H1_1_/_1_/_0_0*(1-C4_2_N3_2_1),C4_2_C4_3_2*(1-LeafAC_Cl1_C4_1),FC_77_C4_0_H1_1_H1_1_C4_1_N3_2_/_1_1_1_3_/_0_0_0_0_0*(1-FC_113_C4_0_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_1*(1-bd_in_2),C4_3_N3_3_1*(1-dg_in_4)
4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197224,0.0987653456789999,0.0888887999999999,0.0,0.122004459695,0.166667,0.0,0.5,0.0,0.1904761428569999,0.0
4684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.333333,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.293195,0.05946085323759,0.0,0.0,0.1101773449113,0.0,0.0,0.4166665,0.0,0.1904761428569999,0.0
4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.413684,0.05946085323759,0.0,0.0,0.1101773449113,0.0,0.0,0.3333335,0.0,0.0,0.0
4837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0630022,0.0307381914839999,0.0,0.0,0.0759415167756,0.0,0.0,0.0,0.0,0.0,0.0
4933,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.1428569999999999,0.0,0.333333,0.333333,0.333333,0.222222111111,0.0,0.0,0.5,0.272727,0.0,0.0,0.0,0.294375,0.1224488775509999,0.1629627259259999,0.0,0.117647162465,0.0,0.5,0.16666675,0.0,0.0,0.0
5054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.18992,0.05946085323759,0.0,0.0,0.1101773449113,0.0,0.0,0.5,0.0,0.380952857143,0.0
5281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.1428569999999999,0.0,0.222222111111,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474799,0.1894682549759999,0.333333,0.0,0.219421439776,0.0,0.0,0.0,0.0,0.333333,0.0
5541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.17254,0.144116792391,0.6222225111111,0.0,0.0485527404294999,0.0,0.0,0.0,0.0,0.0,0.0
5565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0547845,0.08616780430839,0.2222219999999999,0.0,0.07096174248366,0.0,0.0,0.0,0.0,0.0,0.0
5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.248356,0.0307381914839999,0.333333,0.0,0.0189853307812,0.0,0.0,0.0,0.0,0.0,0.0
6050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.454545,0.0,0.0,0.0,0.116718,0.197026834719,0.488888911111,0.0,0.1288518888889999,0.0,0.0,0.0,0.0,0.0,0.0
6115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545455,0.0,0.0,0.5,0.127831,0.045351430839,0.0,0.5,0.112044767507,0.0,0.0,0.25,0.0,0.0,0.0
6184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.222222111111,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572835,0.045351430839,0.333333,0.0,0.0560223837535,0.0,0.0,0.0,0.0,0.0,0.0
6276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381463,0.0307381914839999,0.333333,0.0,0.0379707583878,0.0,0.0,0.0,0.0,0.333333,0.0
6360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404188,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
6387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0949598,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00803506,0.0307381914839999,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381463,0.0307381914839999,0.555556,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
6406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122493,0.0307381914839999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
6492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545455,0.0,0.0,0.0,0.0949598,0.08616780430839,0.0,0.0,0.1774039038282,0.25,0.0,0.0,0.0,0.0,0.0
6496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25229,0.045351430839,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6501,0.0,0.0,0.0,0.1666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333335,0.0,0.0,0.2857139999999999,0.333333,0.333333,0.222222111111,0.0,0.0,0.24999975,0.0,0.0,0.0909091,0.0,0.0,0.0,0.151382,0.144116792391,0.2666664,0.0,0.145658633987,0.0833333,0.0,0.25,0.0,0.0,0.0
6506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.0,0.0,0.1666665,0.428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.150025,0.1814057709749999,0.5333336000000001,0.0,0.089635837535,0.0,0.0,0.0,0.0,0.333333,0.0
6544,0.0,0.0,0.0,0.1666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.333333,0.333333,0.333333,0.0,0.0,0.24999975,0.0,0.0,0.272727,0.0,0.0,0.0,0.0821768,0.08616780430839,0.288888711111,0.0,0.1064425232493,0.0,0.0,0.25,0.0,0.0,0.0
6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1666665,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596962,0.0987653456789999,0.666667,0.0,0.0697168087146,0.0,0.0,0.0,0.0,0.333333,0.0
6556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00472651,0.0156210478709999,0.555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556274,0.0156210478709999,0.555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0214573,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404188,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
6561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713603,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113553,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404188,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
6569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713603,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113553,0.0156210478709999,0.4444439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00803506,0.0307381914839999,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0556274,0.08616780430839,0.2666664,0.0,0.1241830945844999,0.0833333,0.0,0.0,0.0,0.0,0.0
6623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.5,0.0,0.3333335,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.141444,0.1637690901989999,0.1629627259259999,0.0,0.202303227202,0.0,0.0,1.0,0.0,0.095238047619,0.0
6629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.126084,0.0987653456789999,0.2074071925925999,0.0,0.122004459695,0.0,0.0,0.25,0.0,0.0,0.0
6645,0.0,0.0,0.0,0.1666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.1666665,0.0,0.0,0.181818,0.0,0.0,0.0,0.220466,0.1108590637439999,0.1925924740739999,0.0,0.102707713352,0.0,0.0,0.5,0.0,0.0,0.0
6654,0.0,0.0,0.0,0.1666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.24999975,0.0,0.0,0.272727,0.0,0.0,0.0,0.0556274,0.08616780430839,0.2666664,0.0,0.1241830945844999,0.0833333,0.0,0.25,0.0,0.0,0.0
6658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129048,0.045351430839,0.4148143851851999,0.0,0.0186740961718,0.0,0.0,0.0,0.0,0.0,0.0
6720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8655950000000001,0.1335347870999999,0.0,0.0,0.09897289169,0.125,0.0,0.0,0.0,0.0,0.0
6780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666665,0.0,0.0,0.0,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231312,0.154194893424,0.0,0.0,0.22222243324,0.5,0.0,1.0,0.0,0.0,0.0
6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333325,0.0,0.0,0.2857139999999999,0.666667,0.666667,0.222222111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166545,0.154194893424,0.3259254518519999,0.0,0.126984363212,0.25,0.0,0.5,0.0,0.0,0.0
6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333325,0.0,0.0,0.2857139999999999,0.222222111111,0.222222111111,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0850173999999999,0.2423783607959999,0.3259254518519999,0.0,0.2533462256459999,0.25,0.0,0.5,0.0,0.0,0.0
6819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.146092,0.2166791484,0.2962961481479999,0.0,0.1873640554,0.25,0.0,0.5,0.0,0.0,0.0
6877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666675,0.0,0.0,0.1428569999999999,0.333333,0.333333,0.222222111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1549849999999999,0.1108590637439999,0.1777775999999999,0.5,0.11982581108,0.166667,0.0,0.5,0.0,0.0,0.0
6893,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.50000025,0.0,0.0,0.04545455,0.0,0.0,0.5,0.0975164,0.07306628090199,0.1777775999999999,0.3333335,0.1083099340803,0.0833333,0.0,0.25,0.0,0.0,0.0
6895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333335,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.560263,0.07306628090199,0.0,0.0,0.1083099340803,0.0833333,0.0,0.125,0.0,0.0,0.0
6896,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.50000025,0.0,0.0,0.04545455,0.0,0.0,0.5,0.0975164,0.07306628090199,0.1777775999999999,0.3333335,0.1083099340803,0.0833333,0.0,0.25,0.0,0.0,0.0
6917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.12203,0.05946085323759,0.1925924740739999,0.0,0.07345162570806,0.0,0.0,0.0,0.0,0.0,0.25
6945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363039,0.08616780430839,0.0,0.0,0.1064425232493,0.04166665,0.0,0.4166665,0.0,0.0,0.0
6946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.229182,0.08616780430839,0.0,0.5,0.1064425232493,0.04166665,0.0,0.5,0.0,0.0,0.0
6947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261992,0.08616780430839,0.0,0.0,0.1064425232493,0.04166665,0.0,0.5,0.0,0.1904761428569999,0.0
6986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0596962,0.0987653456789999,0.3555551999999999,0.0,0.104575124183,0.0833333,0.0,0.0,0.0,0.0,0.0
6989,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0.0,0.0,0.24999975,0.0,0.0,0.272727,0.0,0.0,0.0,0.0949598,0.0987653456789999,0.3555551999999999,0.0,0.104575124183,0.0,0.0,0.25,0.0,0.1904761428569999,0.0
6998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.25,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204042,0.07306628090199,0.0962962370369999,0.0,0.1083099340803,0.0833333,0.0,0.5,0.0,0.1904761428569999,0.0
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13757,0.07306628090199,0.0962962370369999,0.5,0.1083099340803,0.0833333,0.0,0.5,0.0,0.0,0.0
7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545455,0.0,0.0,0.5,0.148223,0.1224488775509999,0.0,0.5,0.201680605042,0.166667,0.0,0.75,0.0,0.0,0.0
7017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222111111,0.0,0.0,0.75,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.1661,0.1224488775509999,0.0,0.0,0.201680605042,0.166667,0.0,0.75,0.0,0.047618952381,0.0
7044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0401753,0.08616780430839,0.0,0.0,0.1774039038282,0.0833333,0.0,0.0,0.0,0.0,0.0
7047,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.17617,0.08616780430839,0.0,0.0,0.1596642372549,0.0833333,0.0,0.5,0.0,0.0,0.0
