CID,na_in_C4,LeafAC_Cl1_C4_1,LeafAC_C4_C4_1,C4_2_N3_3_1,LeafAC_O2_C4_1,C4_3_C4_4_1,LeafAC_N3_C4_2,LeafAC_O2_P3_2,C4_3_N3_3_1,LeafAC_O2_N3_2,FC_286_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_86_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,O2_2_O2_2_1,FC_3_C4_0_/_/_0,FC_179_C4_0_N3_1_H1_2_/_2_1_/_0_0_0,LeafAC_Br1_C4_1,FC_199_C4_0_N3_1_O2_2_/_1_2_/_0_0_0,LeafAC_O2_P5_1,FC_5_N3_0_/_/_0,LeafAC_C4_Si4_1,LeafAC_C4_N3_1,na_ex_C4,FC_321_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_H1_3_N3_2_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_248_C4_0_H1_1_N3_1_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,na_ex_I1,C4_3_S2_2_1,FC_220_C4_0_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,bd_in_2
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
464,0.115942,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
8800,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.25,0.0625,0,0,0.0,0.0,0,0.12
11087,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
11087,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
11087,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
11087,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
242946,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0625,0,0,0.0,0.0,0,0.12
2284,0.115942,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0625,0,0,0.0,0.0,1,0.12
75046,0.0869565,0.0,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0625,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
5216,0.0434783,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.125,0,0,0.0,0.0,0,0.12
14362,0.0869565,0.0,0.0833333,0.0,0.0,0.214286,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.1,0,0.0,0.0,0.0,0.0,0.15625,0,0,0.0,0.0,0,0.0
11187224,0.26087,0.0,0.0416667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0833333,0.166667,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0625,0,0,0.0,0.0,0,0.0
54676860,0.0724638,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.04
54676860,0.0724638,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.04
54676860,0.0724638,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.04
54676860,0.0724638,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.04
6972,0.0869565,0.0,0.0,0.0,0.0833333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
7095,0.173913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.24
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
5645,0.289855,0.0,0.125,0.0,0.125,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
74938,0.0869565,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.166667,0.0,0,0.12
4920,0.246377,0.0,0.125,0.0,0.0,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.04
4920,0.246377,0.0,0.125,0.0,0.0,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.04
4920,0.246377,0.0,0.125,0.0,0.0,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.04
4920,0.246377,0.0,0.125,0.0,0.0,0.285714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.04
5353356,0.0724638,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.125,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
4937,0.0434783,0.0833333,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.375,0.0,0.0,0.1875,0,0,0.0,0.0,0,0.12
33565,0.0869565,0.5,0.0,0.333333,0.0,0.0,0.0,0,0.153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.25,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
33565,0.0869565,0.5,0.0,0.333333,0.0,0.0,0.0,0,0.153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.25,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
33565,0.0869565,0.5,0.0,0.333333,0.0,0.0,0.0,0,0.153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.25,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
33565,0.0869565,0.5,0.0,0.333333,0.0,0.0,0.0,0,0.153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.25,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
15629,0.101449,0.0833333,0.0,0.0,0.0,0.0,0.0,0,0.0769231,0.0,0,0.0,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.125,0.0625,0,0,0.0,0.0,0,0.12
7320,0.0869565,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
1489,0.130435,0.166667,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.0555556,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
303,0.289855,0.0,0.125,0.0,0.166667,0.357143,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
303,0.289855,0.0,0.125,0.0,0.166667,0.357143,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
303,0.289855,0.0,0.125,0.0,0.166667,0.357143,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
303,0.289855,0.0,0.125,0.0,0.166667,0.357143,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0,0.0
30951,0.115942,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.0,0,0.0833333,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.12
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
16478,0.144928,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.111111,0,0.0,0,0.0,0.0,0.0,0.0,0.09375,0,0,0.0,0.0,0,0.2
20902,0.0869565,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
20902,0.0869565,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
20902,0.0869565,0.0833333,0.0,0.0,0.0416667,0.0,0.0,0,0.0,0.166667,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.03125,0,0,0.0,0.0,0,0.12
