CID,rank,n_in,ms,dg_2,dg_3,dg_in_2,bd_in_2,na_in_C4,na_ex_C4,na_ex_O2,na_ex_Si4,C4_2_C4_2_2,C4_2_C4_3_2,FC_2_C4_0_H1_1_/_1_/_0_0,FC_9_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_10_C4_0_/_/_0,LeafAC_C4_C4_1,LeafAC_C4_Si4_1,LeafAC_O2_C4_1
29,1,6,46.6667,5,1,4,0,6,2,0,0,0,0,1,0,0,1,0,0
30,1,5,46.6667,4,1,5,0,5,3,0,0,0,0,0,0,0,2,0,0
31,1,6,46.6667,5,1,4,0,6,3,0,0,0,0,1,0,0,2,0,0
32,1,6,46.6667,5,1,6,0,6,1,0,0,0,0,0,0,0,1,0,0
33,1,6,46.6667,4,2,6,0,6,2,0,0,0,0,0,0,0,2,0,0
34,1,6,46.6667,4,2,6,0,6,2,0,0,0,0,0,0,0,2,0,0
35,1,7,46.6667,6,1,5,0,7,2,0,0,0,0,1,0,0,1,0,0
36,1,6,46.6667,5,1,6,0,6,3,0,0,0,0,0,0,0,2,0,0
37,1,8,46.6667,7,1,6,0,8,2,0,0,0,0,1,0,0,1,0,0
38,1,7,46.6667,6,1,5,0,7,3,0,0,0,0,1,0,0,2,0,0
39,1,6,46.6667,5,1,6,0,6,4,0,0,0,0,0,0,0,3,0,0
40,2,10,49.2857,8,2,8,0,10,0,0,0,0,0,2,0,0,0,0,0
41,1,5,52.3077,5,0,5,1,5,0,0,0,1,0,2,0,0,0,0,0
42,1,5,51.25,4,1,5,0,5,1,0,0,0,0,0,0,0,0,0,0
43,1,5,51.25,4,1,5,1,5,1,0,0,1,0,2,0,0,1,0,0
44,1,6,51.25,6,0,6,1,6,0,0,0,1,0,2,0,0,0,0,0
45,1,6,50.5263,5,1,6,1,6,1,0,0,0,1,1,0,0,1,0,0
46,1,6,65,6,0,6,3,6,0,0,0,3,0,6,0,0,0,0,0
47,1,6,61.3333,5,1,6,3,6,1,0,0,2,1,5,0,0,1,0,0
48,1,6,58.8889,4,2,6,3,6,2,0,0,1,2,4,0,0,2,0,0
49,1,6,58.8889,4,2,6,3,6,2,0,0,1,2,4,0,0,2,0,0
50,1,6,58.8889,4,2,6,3,6,2,0,0,1,2,4,0,0,2,0,0
51,1,6,58.8889,5,1,6,3,6,2,0,0,2,1,5,0,0,1,0,0
52,1,6,57.1429,3,3,6,3,6,3,0,0,1,1,3,0,0,3,0,0
53,1,6,57.1429,3,3,6,3,6,3,0,0,1,1,3,0,0,3,0,0
54,1,6,57.1429,3,3,6,3,6,3,0,0,0,3,3,0,0,3,0,0
55,1,7,57.1429,6,1,5,3,7,2,0,0,2,1,5,0,1,1,0,0
56,1,6,55.8333,4,2,6,3,6,4,0,0,2,0,4,0,0,2,0,0
57,1,6,55.8333,4,2,6,3,6,4,0,0,1,2,4,0,0,2,0,0
58,1,6,55.8333,4,2,6,3,6,4,0,0,1,2,4,0,0,2,0,0
59,1,8,55.8333,7,1,6,3,8,2,0,0,2,1,5,0,1,1,0,0
60,1,7,55.8333,6,1,5,3,7,3,0,0,2,1,5,0,1,2,0,0
61,1,7,55.8333,5,2,5,3,7,3,0,0,2,1,5,0,1,2,0,0
62,1,6,55.8333,5,1,6,3,6,4,0,0,2,1,5,0,0,3,0,0
63,1,6,57.1429,4,2,6,3,6,3,0,0,1,2,4,0,0,2,0,0
64,1,6,57.1429,4,2,6,3,6,3,0,0,1,2,4,0,0,2,0,0
65,1,6,57.1429,4,2,6,3,6,3,0,0,1,2,4,0,0,2,0,0
66,1,14,51.9048,13,1,12,3,14,2,0,0,2,1,5,0,1,1,0,0
67,1,6,65,5,1,6,3,6,2,0,0,2,1,5,0,0,0,0,0
68,2,10,60,8,2,8,3,10,0,0,0,1,2,4,0,2,0,0,0
73,0,1,49.3333,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,1
74,0,0,49.3333,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,1
75,0,0,49.3333,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,1
76,0,0,49.3333,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,1
77,0,2,48.8889,2,0,0,0,2,3,1,0,0,0,0,1,0,1,0,1
78,0,1,48.8889,1,0,0,0,1,4,1,0,0,0,0,0,0,2,0,1
79,0,3,48.5714,3,0,1,0,3,3,1,0,0,0,0,1,0,1,0,1
80,0,1,48.5714,1,0,0,0,1,5,1,0,0,0,0,0,0,3,0,1
81,0,1,48.5714,0,1,0,0,1,5,1,0,0,0,0,0,0,2,0,1
82,0,4,48.3333,4,0,2,0,4,3,1,0,0,0,0,1,0,1,0,1
83,0,5,48.1481,5,0,3,0,5,3,1,0,0,0,0,1,0,1,0,1
84,0,3,48.1481,2,1,1,0,3,5,1,0,0,0,0,0,0,2,0,1
85,0,6,48,6,0,4,0,6,3,1,0,0,0,0,1,0,1,0,1
86,0,7,47.8788,7,0,5,0,7,3,1,0,0,0,0,1,0,1,0,1
87,0,8,47.7778,8,0,6,0,8,3,1,0,0,0,0,1,0,1,0,1
88,0,9,47.6923,9,0,7,0,9,3,1,0,0,0,0,1,0,1,0,1
92,1,6,52.6316,5,1,6,0,6,0,1,0,0,0,0,0,0,0,0,1
93,1,7,51.8182,6,1,7,0,7,0,1,0,0,0,0,0,0,0,0,1
94,1,6,67.5,5,1,6,3,6,1,1,0,2,1,5,0,0,0,0,1
95,1,7,61.8182,5,2,5,3,7,2,1,0,2,1,5,0,1,1,0,1
96,1,6,67.5,4,2,6,3,6,1,1,0,1,2,4,0,0,1,0,1
100,0,1,56.25,1,0,0,0,1,3,2,0,0,0,0,0,0,1,0,2
101,0,3,62.3529,3,0,1,0,2,2,2,0,0,0,0,2,0,0,0,2
102,0,2,56.25,2,0,0,0,1,3,1,0,0,0,0,1,0,1,0,1
103,0,1,56.25,1,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1
104,0,3,54.7368,3,0,1,0,2,3,1,0,0,0,0,1,0,1,0,1
105,0,4,53.6364,4,0,2,0,3,3,1,0,0,0,0,1,0,1,0,1
106,0,5,58.2609,5,0,3,0,3,3,1,0,0,0,0,1,0,1,0,1
107,0,7,60.7407,7,0,5,0,5,2,2,0,0,0,0,1,0,0,0,1
108,0,6,52.1429,6,0,4,0,5,3,1,0,0,0,0,1,0,1,0,1
109,0,7,55.8621,7,0,5,0,5,3,1,0,0,0,0,1,0,1,0,1
110,0,6,62.5,6,0,4,0,4,2,2,0,0,0,0,2,0,0,0,2
111,0,9,54.2857,9,0,7,0,7,3,1,0,0,0,0,1,0,1,0,1
112,0,10,57.2222,10,0,8,0,7,3,1,0,0,0,0,1,0,1,0,1
113,0,3,70.5263,2,1,1,0,2,3,3,0,0,0,0,0,0,1,0,2
114,0,1,49.3333,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
115,0,2,48.8889,2,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0
116,0,0,48.8889,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0
117,0,2,48.8889,2,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0
118,0,3,48.5714,3,0,1,0,2,4,0,0,0,0,0,0,0,2,0,0
119,0,1,48.5714,1,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0
120,0,3,48.5714,3,0,1,0,3,3,1,0,0,0,0,0,0,1,0,0
121,0,3,48.5714,3,0,1,0,2,4,0,0,0,0,0,0,0,2,0,0
122,0,5,48.1481,5,0,3,0,4,4,0,0,0,0,0,0,0,2,0,0
123,0,7,47.8788,7,0,5,0,6,4,0,0,0,0,0,0,0,2,0,0
124,0,9,47.6923,9,0,7,0,8,4,0,0,0,0,0,0,0,2,0,0
125,2,15,68.2759,13,2,13,6,14,0,0,0,4,2,10,0,2,0,0,0
127,1,5,75.5556,5,0,5,2,4,0,0,0,2,0,4,0,0,0,0,0
128,1,5,55.3846,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
129,0,2,56.25,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
130,1,6,62.8571,6,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
131,0,5,58.2609,5,0,3,0,4,2,2,0,0,0,0,0,0,0,0,0
132,0,11,60,11,0,9,0,8,2,2,0,0,0,0,0,0,0,0,0
134,0,1,56.25,0,1,0,0,1,3,2,0,0,0,0,0,0,1,0,0
135,0,3,54.7368,3,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0
136,0,3,53.6364,2,1,1,0,1,5,0,0,0,0,0,0,0,3,0,0
137,0,7,51.1765,6,1,5,0,5,5,0,0,0,0,0,0,0,3,0,0
138,1,6,62.8571,3,3,6,0,3,3,0,0,0,0,0,0,0,3,0,0
139,0,4,56.9231,3,1,0,0,1,6,0,0,0,0,1,0,0,3,0,0
140,0,7,55.8621,7,0,5,0,4,4,0,0,0,0,0,0,0,2,0,0
141,1,6,67.5,5,1,6,3,6,1,1,0,2,1,5,0,0,0,0,0
142,1,7,64.2105,6,1,5,3,6,2,0,0,2,1,5,0,1,1,0,0
143,1,6,64.2105,4,2,6,3,6,2,1,0,1,2,4,0,0,1,0,0
144,1,8,67,7,1,6,3,7,2,0,0,2,1,5,0,1,0,0,0
145,1,8,61.8182,7,1,6,3,7,2,0,0,2,1,5,0,1,1,0,0
147,0,1,55.3846,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0
148,0,1,63.6364,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0
149,0,1,53.75,1,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0
150,1,5,87.2727,4,1,5,2,4,1,1,0,1,1,3,0,0,0,0,0
151,1,6,75.7143,5,1,6,3,6,1,1,0,2,1,5,0,0,0,0,0
152,1,6,81.3333,4,2,6,3,6,1,2,0,1,2,4,0,0,0,0,1
154,0,0,55.3846,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0
155,0,1,52.6316,1,0,0,0,1,5,1,0,0,0,0,0,0,3,0,0
156,0,1,57.6471,1,0,0,0,1,5,1,0,0,0,0,0,0,3,0,0
157,0,1,58,1,0,0,0,1,5,2,0,0,0,0,0,0,3,0,1
158,0,2,51.8182,2,0,0,0,2,5,1,0,0,0,0,0,0,3,0,0
159,0,3,50.7143,2,1,1,0,3,6,1,0,0,0,0,0,0,4,0,0
160,1,5,60,4,1,5,0,5,0,1,0,0,0,0,0,0,0,0,0
161,1,6,57.6471,5,1,6,0,6,0,1,0,0,0,0,0,0,0,0,0
162,1,6,57.5,3,2,6,1,6,3,1,0,0,1,1,0,0,3,0,0
167,0,1,62.8571,1,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1
168,0,0,62.8571,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,1
169,0,1,71.6667,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1
170,0,0,71.6667,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,1
171,0,2,60,2,0,0,0,2,3,2,0,0,0,0,0,0,1,0,1
172,0,1,60,1,0,0,0,1,4,2,0,0,0,0,0,0,2,0,1
173,0,3,58,3,0,1,0,3,3,2,0,0,0,0,0,0,1,0,1
174,0,4,56.5217,4,0,2,0,4,3,2,0,0,0,0,0,0,1,0,1
175,0,5,55.3846,5,0,3,0,5,3,2,0,0,0,0,0,0,1,0,1
176,0,6,54.4828,6,0,4,0,6,3,2,0,0,0,0,0,0,1,0,1
177,0,15,52.2222,15,0,13,1,15,3,2,0,1,0,2,0,0,1,0,1
180,0,2,62.8571,2,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0
181,0,1,62.8571,1,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0
182,0,3,60,3,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0
183,0,2,60,2,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0
184,0,4,58,4,0,2,0,3,3,1,0,0,0,0,0,0,1,0,0
185,0,5,56.5217,5,0,3,0,4,3,1,0,0,0,0,0,0,1,0,0
186,0,3,58,3,0,1,0,2,4,1,0,0,0,0,0,0,2,0,0
188,0,1,62.8571,1,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0
189,0,1,71.6667,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
190,0,2,66.6667,2,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0
191,0,2,60,2,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0
192,0,1,60,1,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0
193,0,2,58,2,0,0,0,1,5,1,0,0,0,0,0,0,3,0,0
194,0,2,58,1,1,0,0,1,5,1,0,0,0,0,0,0,3,0,0
195,0,1,58,1,0,0,0,0,6,1,0,0,0,0,0,0,4,0,0
196,0,3,58,3,0,1,0,2,4,1,0,0,0,0,0,0,2,0,0
197,0,4,56.5217,4,0,2,0,3,4,1,0,0,0,0,0,0,2,0,0
198,0,3,56.5217,3,0,1,0,2,5,1,0,0,0,0,0,0,3,0,0
199,0,5,55.3846,5,0,3,0,4,4,1,0,0,0,0,0,0,2,0,0
200,0,7,53.75,7,0,5,0,6,4,1,0,0,0,0,0,0,2,0,0
201,0,4,62.8571,4,0,2,0,2,4,1,0,0,0,0,0,0,2,0,0
202,0,1,71.6667,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0
203,0,1,62.8571,0,1,0,0,1,3,2,0,0,0,0,0,0,1,0,0
204,0,2,60,1,1,0,0,2,3,2,0,0,0,0,0,0,1,0,0
205,0,1,60,0,1,0,0,1,4,2,0,0,0,0,0,0,2,0,0
206,0,2,60,1,1,0,0,1,4,1,0,0,0,0,0,0,2,0,0
207,0,2,65.5556,1,1,0,0,1,4,2,0,0,0,0,0,0,2,0,1
208,0,3,58,2,1,1,0,2,4,1,0,0,0,0,0,0,2,0,0
209,0,3,63.3333,2,1,1,0,2,4,1,0,0,0,0,0,0,2,0,0
210,0,3,58,2,1,1,0,2,4,1,0,0,0,0,0,0,2,0,0
211,0,2,58,1,1,0,0,1,5,1,0,0,0,0,0,0,3,0,0
212,0,2,58,1,1,0,0,2,4,2,0,0,0,0,0,0,2,0,0
213,0,3,58,2,1,1,0,3,3,2,0,0,0,0,0,0,1,0,0
214,0,4,56.5217,3,1,2,0,3,4,1,0,0,0,0,0,0,2,0,0
215,0,4,56.5217,3,1,2,0,3,4,1,0,0,0,0,0,0,2,0,0
216,0,4,56.5217,3,1,2,0,4,3,2,0,0,0,0,0,0,1,0,0
217,0,4,56.5217,3,1,2,0,3,4,1,0,0,0,0,0,0,2,0,0
218,0,3,56.5217,2,1,1,0,2,5,1,0,0,0,0,0,0,3,0,0
219,0,3,56.5217,2,1,1,0,2,5,1,0,0,0,0,0,0,3,0,0
220,0,5,55.3846,4,1,3,0,4,4,1,0,0,0,0,0,0,2,0,0
221,0,5,55.3846,4,1,3,0,4,4,1,0,0,0,0,0,0,2,0,0
222,0,4,55.3846,3,1,2,0,3,5,1,0,0,0,0,0,0,3,0,0
223,0,5,55.3846,4,1,3,0,5,3,2,0,0,0,0,0,0,1,0,0
224,0,6,54.4828,5,1,4,0,5,4,1,0,0,0,0,0,0,2,0,0
225,0,6,54.4828,5,1,4,0,6,3,2,0,0,0,0,0,0,1,0,0
226,0,6,54.4828,5,1,4,0,5,4,1,0,0,0,0,0,0,2,0,0
227,0,7,53.75,6,1,5,0,6,4,1,0,0,0,0,0,0,2,0,0
228,0,7,53.75,6,1,5,0,7,3,2,0,0,0,0,0,0,1,0,0
229,0,7,53.75,6,1,5,0,6,4,1,0,0,0,0,0,0,2,0,0
230,0,8,53.1429,7,1,6,0,8,3,2,0,0,0,0,0,0,1,0,0
231,0,10,52.1951,9,1,8,0,10,3,2,0,0,0,0,0,0,1,0,0
232,0,12,51.4894,11,1,10,0,12,3,2,0,0,0,0,0,0,1,0,0
233,0,13,51.2,12,1,11,0,12,4,1,0,0,0,0,0,0,2,0,0
234,0,14,50.9434,13,1,12,0,14,3,2,0,0,0,0,0,0,1,0,0
235,0,16,50.5085,15,1,14,0,16,3,2,0,0,0,0,0,0,1,0,0
236,0,2,72.5,1,1,0,0,2,3,3,0,0,0,0,0,0,1,0,0
237,0,3,68.4211,2,1,1,0,2,4,2,0,0,0,0,0,0,2,0,0
238,0,4,80,2,2,2,1,4,2,4,0,1,0,2,0,0,0,0,0
239,0,6,71.6667,4,2,4,1,4,4,2,0,1,0,2,0,0,2,0,0
240,0,10,63.3333,8,2,8,1,8,4,2,0,1,0,2,0,0,2,0,0
241,0,16,56.0714,14,2,14,0,14,4,2,0,0,0,0,0,0,2,0,0
242,0,6,75.1724,5,1,2,0,3,6,3,0,0,0,1,0,0,3,0,0
243,0,12,64.2553,8,4,8,0,9,6,3,0,0,0,1,0,0,3,0,0
244,0,24,56.6265,20,4,20,0,21,6,3,0,0,0,1,0,0,3,0,0
245,1,7,75.5556,5,2,5,3,7,1,2,0,2,1,5,0,1,0,0,0
246,1,7,80,4,3,5,3,7,1,3,0,1,2,4,0,1,0,0,1
247,1,8,71.4286,6,2,6,3,7,2,1,0,2,1,5,0,1,1,0,0
248,1,10,74,6,4,6,3,8,4,2,0,1,2,4,0,2,2,0,0
249,0,0,51.7647,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,0
250,0,1,50.4348,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0
251,0,4,63.0769,3,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0
252,0,1,49.6552,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0
253,0,1,60,1,0,0,0,0,6,0,2,0,0,0,0,0,0,6,0
254,0,3,54.6667,1,0,1,0,0,12,0,0,0,0,0,0,0,6,0,0
255,0,3,63.7838,2,0,1,0,0,8,0,2,0,0,0,0,0,0,8,0
256,1,8,74,4,0,8,0,0,8,0,0,0,0,0,0,0,0,8,0
257,0,5,65.9574,3,0,3,0,0,10,0,2,0,0,0,0,0,0,10,0
258,1,10,74,5,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0
259,0,7,67.3684,4,0,5,0,0,12,0,2,0,0,0,0,0,0,12,0
260,0,9,68.3582,5,0,7,0,0,14,0,2,0,0,0,0,0,0,14,0
261,0,11,69.0909,6,0,9,0,0,16,0,2,0,0,0,0,0,0,16,0
262,0,13,69.6552,7,0,11,0,0,18,0,2,0,0,0,0,0,0,18,0
263,0,9,58.6667,8,0,4,0,4,8,0,0,0,0,0,0,0,4,0,0
265,1,5,78.4615,3,2,5,0,3,1,1,0,0,0,0,0,0,1,0,0
266,0,3,65.5556,2,1,1,0,1,4,1,0,0,0,0,0,0,2,0,0
267,0,5,60.8333,4,1,3,0,3,4,1,0,0,0,0,0,0,2,0,0
268,0,1,78.4615,1,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0
